DBN,School Name,# Total Students,# Students in Temporary Housing,% Students in Temporary Housing,# Students Residing in Shelter,# Residing in DHS Shelter,# Residing in Non-DHS Shelter,# Doubled Up
23K599,Brooklyn Landmark Elementary School,412,50,0.1213592216,28,18,10,20
23K643,Brooklyn Democracy Academy,142,20,0.1408450752,11,s,s,6
23K644,Eagle Academy for Young Men II,634,74,0.1167192459,44,14,30,28
23K647,Metropolitan Diploma Plus High School,210,31,0.1476190537,22,10,12,6
23K664,Brooklyn Environmental Exploration School (BEES),178,34,0.1910112351,27,19,8,6
23K668,Riverdale Avenue Middle School,129,27,0.2093023211,17,s,s,7
23K671,Mott Hall Bridges Academy,203,19,0.0935960561,11,s,s,s
23K697,Teachers Preparatory High School,160,34,0.212500006,24,14,10,8
23K700,Universal Pre-K C.B.O.,595,37,0.062184874,20,s,s,17
24Q005,I.S. 5 - The Walter Crowley Intermediate School,1664,83,0.049879808,33,27,6,49
24Q007,P.S. 007 Louis F. Simeone,1307,105,0.0803366452,13,s,s,90
24Q012,P.S. 012 James B. Colgate,1086,138,0.1270718277,s,s,s,136
24Q013,P.S. 013 Clement C. Moore,1255,240,0.1912350655,s,s,s,237
24Q014,P.S. 014 Fairview,1320,73,0.0553030297,s,s,s,64
24Q016,P.S. Q016 The Nancy DeBenedittis School,1309,321,0.2452253699,s,s,s,315
24Q019,P.S. 019 Marino Jeantet,1733,284,0.163877666,s,s,s,279
24Q028,P.S. 28 - The Thomas Emanuel Early Childhood Cente,434,31,0.0714285746,s,s,s,29
24Q049,P.S. 049 Dorothy Bonawit Kole,1188,69,0.0580808073,s,s,s,69
24Q058,P.S. 58 - The School of Heroes,933,33,0.0353697762,s,s,s,27
24Q061,I.S. 061 Leonardo Da Vinci,2228,385,0.1728007197,15,s,s,370
24Q068,P.S. 068 Cambridge,505,38,0.0752475262,8,s,s,29
24Q071,P.S. 071 Forest,677,19,0.0280649923,s,s,s,17
24Q073,I.S. 73 - The Frank Sansivieri Intermediate School,2149,152,0.0707305744,8,s,s,140
24Q077,I.S. 077,805,85,0.1055900604,s,s,s,84
24Q081,P.S. 81Q Jean Paul Richter,629,83,0.1319554895,s,s,s,77
24Q087,P.S./I.S. 087 Middle Village,580,14,0.0241379309,s,s,s,11
24Q088,P.S. 088 Seneca,728,25,0.034340661,s,s,s,20
24Q089,P.S. 089 Elmhurst,1566,197,0.1257982105,6,s,s,191
24Q091,P.S. 091 Richard Arkwright,788,24,0.0304568522,7,s,s,15
24Q093,I.S. 093 Ridgewood,1121,82,0.0731489733,s,s,s,79
24Q102,P.S. 102 Bayview,1273,127,0.0997643396,75,67,8,50
24Q110,P.S. 110,990,156,0.1575757563,s,s,s,149
24Q113,P.S./I.S. 113 Anthony J. Pranzo,855,21,0.0245614033,s,s,s,20
24Q119,P.S./I.S. 119 The Glendale,1300,77,0.0592307709,s,s,s,71
24Q125,I.S. 125 Thom J. McCann Woodside,1393,151,0.1083991379,19,s,s,130
24Q128,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen",862,s,s,s,s,s,s
24Q143,P.S. 143 Louis Armstrong,1373,217,0.1580480635,39,s,s,178
24Q153,P.S. 153 Maspeth Elem,975,26,0.0266666673,s,s,s,24
24Q199,P.S. 199 Maurice A. Fitzgerald,625,73,0.1168000028,31,25,6,42
24Q211,Elm Tree Elementary School,786,309,0.393129766,s,s,s,302
24Q229,P.S. 229 Emanuel Kaplan,1298,58,0.0446841307,26,s,s,31
24Q236,International High School for Health Sciences,268,62,0.2313432842,s,s,s,61
24Q239,P.S. 239,512,70,0.13671875,s,s,s,63
24Q264,Academy of Finance and Enterprise,741,39,0.0526315793,s,s,s,34
24Q267,High School of Applied Communication,392,16,0.0408163257,s,s,s,11
24Q290,A.C.E. Academy for Scholars at the Geraldine Ferra,580,19,0.0327586196,s,s,s,17
24Q293,Civic Leadership Academy,652,25,0.03834356,s,s,s,19
24Q296,Pan American International High School,417,85,0.2038369328,s,s,s,80
24Q299,Bard High School Early College Queens,662,11,0.0166163146,s,s,s,8
24Q305,Learners and Leaders,537,71,0.1322160214,s,s,s,70
24Q307,Pioneer Academy,837,88,0.1051373929,s,s,s,84
24Q311,Corona Arts & Sciences Academy,761,156,0.2049934268,s,s,s,149
24Q330,Helen M. Marshall School,465,139,0.2989247441,s,s,s,130
24Q331,Mosaic Pre-K Center,734,60,0.0817438662,s,s,s,54
24Q343,The Children's Lab School,477,37,0.0775681362,8,s,s,29
24Q444,Home Schooling,517,17,0.0328820124,7,s,s,10
24Q455,Newtown High School,1695,162,0.0955752209,38,21,17,120
24Q485,Grover Cleveland High School,1617,128,0.0791589394,16,9,7,108
24Q520,Middle College High School at LaGuardia Community,515,17,0.0330097079,s,s,s,16
24Q530,International High School at LaGuardia Community C,520,98,0.1884615421,s,s,s,88
24Q550,High School for Arts and Business,753,37,0.0491367877,10,s,s,27
24Q560,"Robert F. Wagner, Jr. Secondary School for Arts an",650,27,0.041538462,7,s,s,18
24Q585,Maspeth High School,1221,21,0.0171990171,s,s,s,18
24Q600,Queens Technical High School,1473,64,0.0434487425,s,s,s,55
24Q610,Aviation Career & Technical Education High School,2212,41,0.018535262,s,s,s,35
24Q700,Universal Pre-K C.B.O.,2084,79,0.0379078686,16,9,7,59
24Q744,VOYAGES Preparatory,232,14,0.0603448264,s,s,s,10
25Q020,P.S. 020 John Bowne,1182,54,0.0456852801,8,s,s,42
25Q021,P.S. 021 Edward Hart,1235,192,0.155465588,s,s,s,188
25Q022,P.S. 022 Thomas Jefferson,854,38,0.0444964878,s,s,s,37
25Q024,P.S. 024 Andrew Jackson,1111,88,0.0792079195,s,s,s,86
25Q025,I.S. 025 Adrien Block,1050,79,0.0752380937,s,s,s,76
25Q029,P.S. 029 Queens,728,40,0.0549450554,8,s,s,31
25Q032,P.S. 032 State Street,963,36,0.0373831764,s,s,s,32
25Q079,P.S. 079 Francis Lewis,1104,30,0.0271739122,s,s,s,28
25Q107,P.S. 107 Thomas A Dooley,917,72,0.0785169005,s,s,s,70
25Q120,P.S. 120 Queens,849,16,0.0188457016,s,s,s,14
25Q129,P.S. 129 Patricia Larkin,1098,55,0.0500910729,s,s,s,52
25Q130,P.S. 130,405,s,s,s,s,s,s
25Q154,P.S. 154 Queens,619,15,0.0242326334,s,s,s,12
25Q163,P.S. 163 Flushing Heights,841,12,0.014268728,s,s,s,11
25Q164,P.S. 164 Queens Valley,626,16,0.025559105,s,s,s,13
25Q165,P.S. 165 Edith K. Bergtraum,753,49,0.0650730431,7,s,s,42
25Q169,P.S. 169 Bay Terrace,368,s,s,s,s,s,s
25Q184,P.S. 184 Flushing Manor,523,20,0.038240917,s,s,s,20
25Q185,J.H.S. 185 Edward Bleeker,1426,129,0.0904628336,s,s,s,120
25Q189,J.H.S. 189 Daniel Carter Beard,744,52,0.0698924735,s,s,s,49
25Q193,P.S. 193 Alfred J. Kennedy,608,s,s,s,s,s,s
25Q194,J.H.S. 194 William Carr,1208,51,0.0422185436,s,s,s,49
25Q200,P.S./M.S. 200 - The Magnet School of Global Studie,534,22,0.0411985032,9,s,s,12
25Q201,P.S. 201 The Discovery School for Inquiry and Rese,454,23,0.0506607927,15,s,s,6
25Q209,P.S. 209 Clearview Gardens,553,s,s,s,s,s,s
25Q214,P.S. 214 Cadwallader Colden,377,11,0.0291777197,s,s,s,9
25Q219,P.S. 219 Paul Klapper,641,62,0.0967238694,s,s,s,57
25Q237,I.S. 237,1358,67,0.0493372604,s,s,s,62
25Q240,Veritas Academy,633,35,0.0552922599,s,s,s,31
25Q241,Queens High School for Language Studies,445,23,0.0516853929,s,s,s,22
25Q242,P.S. 242 Leonard P. Stavisky Early Childhood Schoo,401,9,0.0224438906,s,s,s,s
25Q244,The Active Learning Elementary School,492,s,s,s,s,s,s
25Q250,I.S. 250 The Robert F. Kennedy Community Middle Sc,347,35,0.100864552,s,s,s,30
25Q252,"Queens School of Inquiry, The",609,13,0.0213464703,s,s,s,13
25Q263,Flushing International High School,446,87,0.1950672716,s,s,s,79
25Q281,East-West School of International Studies,686,7,0.0102040814,s,s,s,s
25Q285,World Journalism Preparatory: A College Board Scho,628,23,0.0366242044,s,s,s,20
25Q294,BELL Academy,354,s,s,s,s,s,s
25Q379,College Point Collaborative,494,20,0.0404858291,s,s,s,19
25Q409,District 25 PRE-K Center,156,s,s,s,s,s,s
25Q425,John Bowne High School,3336,160,0.0479616299,31,18,13,122
25Q444,Home Schooling,384,10,0.026041666,s,s,s,10
25Q460,Flushing High School,1418,116,0.0818053633,15,s,s,100
25Q499,"The Queens College School for Math, Science and Te",515,10,0.0194174759,s,s,s,6
25Q525,Townsend Harris High School,1271,11,0.0086546028,s,s,s,10
25Q540,Queens Academy High School,378,17,0.0449735448,s,s,s,11
25Q670,Robert F. Kennedy Community High School,672,26,0.0386904776,s,s,s,21
25Q700,Universal Pre-K C.B.O.,1785,37,0.0207282919,s,s,s,34
25Q792,North Queens Community High School,132,9,0.0681818202,s,s,s,6
26Q018,P.S. 018 Winchester,474,6,0.0126582282,s,s,s,s
26Q026,P.S. 026 Rufus King,711,11,0.0154711669,s,s,s,10
26Q031,P.S. 031 Bayside,457,s,s,s,s,s,s
26Q041,P.S. 041 Crocheron,479,9,0.0187891442,s,s,s,8
26Q046,P.S. 046 Alley Pond,508,15,0.0295275599,s,s,s,15
26Q067,J.H.S. 067 Louis Pasteur,1051,21,0.0199809708,s,s,s,19
26Q074,J.H.S. 074 Nathaniel Hawthorne,1141,28,0.0245398767,s,s,s,28
26Q094,P.S. 094 David D. Porter,336,10,0.0297619049,s,s,s,10
26Q098,P.S. 098 The Douglaston School,272,s,s,s,s,s,s
26Q115,The James J. Ambrose School,793,13,0.0163934417,s,s,s,13
26Q133,P.S. 133 Queens,619,14,0.022617124,s,s,s,14
26Q158,M.S. 158 Marie Curie,995,33,0.0331658274,s,s,s,29
26Q159,P.S. 159,667,26,0.0389805101,s,s,s,26
26Q162,P.S. 162 John Golden,583,17,0.0291595198,s,s,s,12
26Q172,Irwin Altman Middle School 172,992,28,0.0282258056,s,s,s,26
26Q173,P.S. 173 Fresh Meadows,911,30,0.0329308435,s,s,s,30
26Q178,P.S./ IS 178 Holliswood,540,10,0.0185185187,s,s,s,7
26Q186,P.S. 186 Castlewood,383,7,0.0182767622,s,s,s,7
26Q188,P.S. 188 Kingsbury,742,16,0.0215633418,s,s,s,16
26Q191,P.S. 191 Mayflower,404,42,0.1039603949,s,s,s,42
26Q203,P.S. 203 Oakland Gardens,817,s,s,s,s,s,s
26Q205,P.S. 205 Alexander Graham Bell,285,9,0.0315789469,s,s,s,9
26Q213,P.S. 213 The Carl Ullman School,461,18,0.0390455537,s,s,s,17
26Q216,J.H.S. 216 George J. Ryan,1611,120,0.0744878948,s,s,s,116
26Q221,P.S. 221 The North Hills School,611,s,s,s,s,s,s
26Q266,P.S./I.S. 266,597,10,0.0167504195,s,s,s,s
26Q315,Business Technology Early College High School,559,41,0.0733452588,7,s,s,32
26Q376,P.S. 376,307,15,0.0488599353,s,s,s,15
26Q390,The CIVIC School of Bayside Hills,43,s,s,s,s,s,s
26Q415,Benjamin N. Cardozo High School,3415,106,0.0310395323,14,s,s,86
26Q430,Francis Lewis High School,4454,195,0.0437808707,7,s,s,185
26Q435,Martin Van Buren High School,1150,60,0.0521739125,16,8,8,44
26Q444,Home Schooling,257,s,s,s,s,s,s
26Q495,Bayside High School,2972,192,0.0646029636,12,s,s,148
26Q566,"Queens High School of Teaching, Liberal Arts and t",955,26,0.0272251312,s,s,s,23
26Q700,Universal Pre-K C.B.O.,1011,14,0.0138476752,s,s,s,11
27Q042,P.S./M.S 042 R. Vernam,638,52,0.0815047026,30,21,9,21
27Q043,P.S. 043,821,124,0.1510353237,64,41,23,49
27Q045,P.S. 045 Clarence Witherspoon,321,47,0.146417439,37,27,10,10
27Q047,P.S. 047 Chris Galas,264,9,0.0340909101,s,s,s,8
27Q051,P.S. 051,227,11,0.0484581515,s,s,s,10
27Q053,M.S. 053 Brian Piccolo,172,30,0.1744185984,13,s,s,16
27Q056,P.S. 056 Harry Eichler,342,19,0.055555556,s,s,s,16
27Q060,P.S. 060 Woodhaven,1081,45,0.0416281223,12,s,s,33
27Q062,P. S. 62 - Chester Park School,903,8,0.0088593578,6,s,s,s
27Q063,P.S. 063 Old South,1126,45,0.0399644747,19,s,s,23
27Q064,P.S. 064 Joseph P. Addabbo,484,14,0.02892562,7,s,s,7
27Q065,P.S. 65 - The Raymond York Elementary School,434,19,0.0437788032,s,s,s,15
27Q066,P.S. 066 Jacqueline Kennedy Onassis,507,19,0.0374753438,6,s,s,13
27Q090,P.S. 090 Horace Mann,684,46,0.0672514588,s,s,s,41
27Q096,P.S. 096,304,16,0.0526315793,s,s,s,12
27Q097,P.S. 097 Forest Park,647,30,0.0463678502,9,s,s,21
27Q100,P.S. 100 Glen Morris,878,14,0.0159453303,s,s,s,12
27Q104,P.S. 104 The Bays Water,647,47,0.0726429671,22,s,s,24
27Q105,P.S. 105 The Bay School,806,82,0.1017369702,36,24,12,43
27Q106,Lighthouse Elementary School,168,26,0.1547619104,10,s,s,15
27Q108,P.S. 108 Captain Vincent G. Fowler,1319,39,0.0295678545,12,s,s,27
27Q114,P.S./M.S. 114 Belle Harbor,651,s,s,s,s,s,s
27Q123,P.S. 123,620,59,0.095161289,25,17,8,29
27Q124,P.S. 124 Osmond A Church,1119,28,0.0250223409,12,s,s,15
27Q137,M.S. 137 America's School of Heroes,1947,25,0.0128402673,14,s,s,8
27Q146,P.S. 146 Howard Beach,555,13,0.023423424,s,s,s,13
27Q155,P.S. 155,566,23,0.040636044,6,s,s,16
27Q183,P.S. 183 Dr. Richard R. Green,499,65,0.1302605271,26,17,9,29
27Q197,P.S. 197 The Ocean School,455,32,0.0703296736,18,s,s,13
27Q202,J.H.S. 202 Robert H. Goddard,1048,35,0.0333969481,7,s,s,27
27Q207,P.S. 207 Rockwood Park,668,s,s,s,s,s,s
27Q210,J.H.S. 210 Elizabeth Blackwell,1776,94,0.0529279262,12,s,s,74
27Q223,P.S. 223 Lyndon B. Johnson,491,31,0.0631364584,11,s,s,12
27Q226,J.H.S. 226 Virgil I. Grissom,894,98,0.1096196845,20,13,7,76
27Q232,P.S. 232 Lindenwood,911,20,0.0219538976,8,s,s,10
27Q253,P.S. 253,537,95,0.1769087464,16,s,s,75
27Q254,P.S. 254 - The Rosa Parks School,594,19,0.0319865309,s,s,s,18
27Q260,Frederick Douglass Academy VI High School,250,27,0.1080000028,13,s,s,7
27Q261,Voyages Prep - South Queens,324,27,0.0833333358,10,s,s,13
27Q262,Channel View School for Research,1182,48,0.0406091362,15,s,s,28
27Q273,P.S. 273,312,s,s,s,s,s,s
27Q282,Knowledge and Power Preparatory Academy VI,286,14,0.0489510484,s,s,s,14
27Q297,Hawtree Creek Middle School,397,9,0.022670025,s,s,s,6
27Q302,"Queens High School for Information, Research, and",486,36,0.0740740746,9,s,s,24
27Q306,New York City Academy for Discovery,357,21,0.0588235296,s,s,s,16
27Q308,Robert H. Goddard High School of Communication Art,609,12,0.0197044332,s,s,s,6
27Q309,Academy of Medical Technology: A College Board Sch,732,79,0.1079235002,24,13,11,54
27Q314,Epic High School - South,413,20,0.0484261513,s,s,s,13
27Q316,Queens Explorers Elementary School,466,16,0.0343347639,s,s,s,13
27Q317,Waterside Children's Studio School,486,16,0.0329218097,7,s,s,s
27Q318,Waterside School For Leadership,198,21,0.1060606092,s,s,s,18
27Q319,Village Academy,383,49,0.1279373318,15,s,s,24
27Q323,Scholars' Academy,1254,s,s,s,s,s,s
27Q324,Rockaway Park High School for Environmental Sustai,259,25,0.0965250954,9,s,s,14
27Q333,Goldie Maple Academy,354,8,0.0225988701,7,s,s,s
27Q334,Epic High School - North,411,21,0.0510948896,s,s,s,17
27Q336,Curious Young Learners Pre-K Center,799,7,0.0087609515,6,s,s,s
27Q351,Rockaway Collegiate High School,299,32,0.1070234105,17,s,s,13
27Q362,Wave Preparatory Elementary School,498,70,0.1405622512,25,13,12,40
27Q377,P.S. 377,417,17,0.0407673866,12,s,s,s
27Q400,August Martin High School,424,59,0.1391509473,25,16,9,30
27Q444,Home Schooling,590,14,0.023728814,s,s,s,6
27Q475,Richmond Hill High School,1624,92,0.0566502474,19,8,11,62
27Q480,John Adams High School,2454,187,0.0762021169,30,24,6,157
27Q650,"High School for Construction Trades, Engineering a",1101,7,0.0063578566,s,s,s,6
27Q700,Universal Pre-K C.B.O.,1873,45,0.0240256265,16,s,s,23
28Q008,J.H.S. 008 Richard S. Grossley,459,48,0.1045751646,9,s,s,38
28Q040,P.S. 040 Samuel Huntington,376,42,0.1117021292,16,s,s,26
28Q048,P.S. 048 William Wordsworth,542,94,0.1734317392,21,14,7,65
28Q050,P.S. 050 Talfourd Lawn Elementary School,815,64,0.078527607,22,14,8,40
28Q054,P.S. 054 Hillside,485,77,0.1587628871,s,s,s,75
28Q055,P.S. 055 Maure,516,14,0.0271317828,s,s,s,11
28Q072,Catherine & Count Basie Middle School 72,259,36,0.1389961392,14,s,s,16
28Q080,PS 80  The Thurgood Marshall Magnet School of Mult,408,52,0.1274509877,28,19,9,24
28Q082,P.S. 082 Hammond,590,58,0.0983050838,20,s,s,36
28Q086,P.S. Q086,717,86,0.1199442148,s,s,s,82
28Q099,P.S. 099 Kew Gardens,721,54,0.074895978,9,s,s,45
28Q101,P.S. 101 School in the Gardens,620,s,s,s,s,s,s
28Q117,P.S. 117 J. Keld / Briarwood School,904,73,0.0807522088,57,41,16,15
28Q121,P.S. 121 Queens,804,18,0.0223880596,s,s,s,11
28Q139,P.S. 139 Rego Park,675,28,0.04148148,s,s,s,26
28Q140,P.S. 140 Edward K Ellington,405,45,0.1111111119,12,6,6,33
28Q144,P.S. 144 Col Jeromus Remsen,904,15,0.0165929198,s,s,s,14
28Q157,J.H.S. 157 Stephen A. Halsey,1674,76,0.0454002395,14,s,s,62
28Q160,P.S. 160 Walter Francis Bishop,639,79,0.1236306727,26,15,11,51
28Q161,P.S. 161 Arthur Ashe School,617,24,0.0388978943,s,s,s,19
28Q167,Metropolitan Expeditionary Learning School,839,43,0.0512514897,s,s,s,36
28Q174,P.S. 174 William Sidney Mount,622,11,0.0176848881,s,s,s,11
28Q175,P.S. 175 The Lynn Gross Discovery School,782,14,0.0179028139,s,s,s,14
28Q182,P.S. 182 Samantha Smith,648,100,0.1543209851,13,s,s,86
28Q190,J.H.S. 190 Russell Sage,1142,45,0.0394045524,8,s,s,33
28Q196,P.S. 196 Grand Central Parkway,966,s,s,s,s,s,s
28Q206,P.S. 206 The Horace Harding School,595,20,0.0336134471,8,s,s,10
28Q217,J.H.S. 217 Robert A. Van Wyck,1634,196,0.1199510396,31,s,s,162
28Q220,P.S. 220 Edward Mandel,670,36,0.0537313446,s,s,s,32
28Q284,York Early College Academy,628,20,0.0318471342,s,s,s,14
28Q287,The Emerson School,397,55,0.138539046,10,s,s,42
28Q303,The Academy for Excellence through the Arts,374,s,s,s,s,s,s
28Q310,Queens Collegiate: A College Board School,646,37,0.0572755411,s,s,s,28
28Q312,Jamaica Children's School,243,26,0.1069958881,13,s,s,9
28Q325,Hillside Arts & Letters Academy,459,35,0.0762527213,10,s,s,25
28Q328,High School for Community Leadership,477,26,0.0545073375,s,s,s,20
28Q332,Redwood Middle School,281,22,0.0782918185,7,s,s,14
28Q335,The Ezra Jack Keats Pre-K Center,234,9,0.0384615399,s,s,s,8
28Q338,Queens Satellite High School for Opportunity,162,9,0.055555556,s,s,s,s
28Q349,The Queens School for Leadership and Excellence,617,68,0.1102106944,13,s,s,54
28Q350,Jamaica Gateway to the Sciences,527,44,0.0834914595,12,6,6,31
28Q354,The Jermaine L. Green STEM Institute of Queens,494,55,0.1113360301,17,11,6,32
28Q358,M.S. 358,354,36,0.1016949117,s,s,s,33
28Q440,Forest Hills High School,3790,152,0.0401055403,22,13,9,122
28Q444,Home Schooling,510,14,0.0274509806,s,s,s,8
28Q505,Hillcrest High School,2857,204,0.0714035705,29,s,s,174
28Q620,Thomas A. Edison Career and Technical Education Hi,2337,96,0.0410783067,12,s,s,80
28Q680,Queens Gateway to Health Sciences Secondary School,722,34,0.0470914133,s,s,s,33
28Q686,Queens Metropolitan High School,1039,22,0.0211742055,s,s,s,20
28Q687,Queens High School for the Sciences at York Colleg,512,10,0.01953125,s,s,s,9
28Q690,High School for Law Enforcement and Public Safety,386,20,0.0518134721,11,s,s,8
28Q700,Universal Pre-K C.B.O.,2259,62,0.0274457727,30,s,s,29
28Q896,"Young Women's Leadership School, Queens",580,14,0.0241379309,s,s,s,9
29Q015,P.S. 015 Jackie Robinson,385,40,0.1038961038,10,s,s,30
29Q033,P.S. 033 Edward M. Funk,906,29,0.0320088305,s,s,s,26
29Q034,P.S. 034 John Harvard,557,58,0.1041292623,8,s,s,48
29Q035,P.S. 035 Nathaniel Woodhull,666,47,0.0705705732,14,s,s,30
29Q036,P.S. 036 Saint Albans School,341,46,0.1348973662,10,s,s,36
29Q037,Cynthia Jenkins School,312,63,0.2019230723,17,7,10,44
29Q038,P.S. 038 Rosedale,257,16,0.0622568093,s,s,s,8
29Q052,P.S. 052 Queens,342,125,0.3654970825,109,91,18,16
29Q059,I.S. 059 Springfield Gardens,536,56,0.1044776142,13,s,s,36
29Q095,P.S. 095 Eastwood,1409,205,0.1454932541,59,51,8,145
29Q109,Jean Nuzzi Intermediate School,1177,81,0.0688190311,19,13,6,57
29Q116,P.S./I.S. 116 William C. Hughley,866,108,0.1247113198,67,61,6,39
29Q118,P.S. 118 Lorraine Hansberry,411,34,0.082725063,14,s,s,18
29Q131,P.S. 131 Abigail Adams,715,99,0.1384615451,s,s,s,96
29Q132,P.S. 132 Ralph Bunche,340,25,0.0735294148,8,s,s,16
29Q134,P.S. 134 Hollis,301,24,0.0797342211,13,s,s,7
29Q135,The Bellaire School,814,52,0.0638820603,28,s,s,24
29Q136,P.S. 136 Roy Wilkins,497,44,0.0885311887,25,16,9,15
29Q138,P.S./M.S. 138 Sunrise,616,45,0.0730519444,12,s,s,28
29Q147,P.S./M.S. 147 Ronald McNair,508,37,0.0728346482,9,s,s,24
29Q156,P.S. 156 Laurelton,169,16,0.0946745574,9,s,s,7
29Q176,P.S. 176 Cambria Heights,680,8,0.0117647061,s,s,s,s
29Q181,P.S. 181 Brookfield,302,28,0.0927152336,16,s,s,11
29Q192,I.S. 192 The Linden,437,51,0.1167048067,13,7,6,30
29Q195,P.S. 195 William Haberle,424,29,0.0683962256,12,s,s,12
29Q208,P.S./I.S. 208,752,25,0.0332446806,s,s,s,20
29Q238,I.S. 238 - Susan B. Anthony Academy,1156,171,0.1479238719,38,30,8,132
29Q243,Institute for Health Professions at Cambria Height,478,40,0.0836820081,7,s,s,28
29Q248,Queens Preparatory Academy,242,25,0.1033057868,6,s,s,15
29Q251,P.S. 251 Queens,299,24,0.080267556,8,s,s,15
29Q259,Pathways College Preparatory School: A College Boa,616,47,0.0762986988,14,s,s,28
29Q265,Excelsior Preparatory High School,407,37,0.0909090936,14,7,7,21
29Q268,P.S./I.S. 268,633,42,0.0663507134,10,s,s,27
29Q270,The Gordon Parks School,709,23,0.0324400552,7,s,s,16
29Q272,George Washington Carver High School for the Scien,353,28,0.0793201104,14,7,7,14
29Q283,Preparatory Academy for Writers: A College Board S,545,44,0.0807339475,15,6,9,28
29Q289,Queens United Middle School,178,18,0.1011235937,8,s,s,6
29Q295,P.S./I.S. 295,560,67,0.1196428537,8,s,s,59
29Q313,Benjamin Franklin High School for Finance & Inform,435,35,0.0804597735,8,s,s,23
29Q326,Cambria Heights Academy,362,29,0.0801104978,s,s,s,24
29Q327,Eagle Academy for Young Men III,410,39,0.0951219499,11,s,s,23
29Q355,Collaborative Arts Middle School,398,43,0.1080401987,21,s,s,21
29Q356,Community Voices Middle School,342,60,0.1754385978,22,9,13,35
29Q360,P.S. 360,327,15,0.0458715595,6,s,s,9
29Q381,District 29 Pre-K Center,185,11,0.059459459,s,s,s,7
29Q444,Home Schooling,422,25,0.0592417046,14,s,s,10
29Q492,"Mathematics, Science Research and Technology Magne",366,38,0.103825137,7,s,s,29
29Q498,Humanities & Arts Magnet High School,379,21,0.0554089695,8,s,s,13
29Q700,Universal Pre-K C.B.O.,1168,72,0.0616438352,13,s,s,54
30Q002,P.S. 002 Alfred Zimberg,529,35,0.0661625713,30,s,s,s
30Q010,I.S. 010 Horace Greeley,773,52,0.0672703758,9,s,s,40
30Q011,P.S. 011 Kathryn Phelan,839,66,0.0786650777,7,s,s,59
30Q017,P.S. 017 Henry David Thoreau,583,63,0.1080617532,11,s,s,51
30Q069,P.S. 069 Jackson Heights,885,24,0.0271186437,s,s,s,22
30Q070,P.S. 070,821,23,0.028014617,6,s,s,16
30Q076,P.S. 076 William Hallet,405,31,0.0765432119,18,10,8,13
30Q078,P.S./I.S. 78Q,742,8,0.0107816709,s,s,s,6
30Q084,P.S. 084 Steinway,289,9,0.0311418679,s,s,s,6
30Q085,P.S. 085 Judge Charles Vallone,594,14,0.0235690232,s,s,s,12
30Q092,P.S. 092 Harry T. Stewart Sr.,869,9,0.0103567317,s,s,s,s
30Q111,P.S. 111 Jacob Blackwell,344,80,0.2325581461,54,35,19,21
30Q112,P.S. 112 Dutch Kills,403,47,0.116625309,14,s,s,33
30Q122,P.S. 122 Mamie Fay,1273,30,0.0235663783,s,s,s,25
30Q126,Albert Shanker School for Visual and Performing Ar,584,41,0.0702054799,6,s,s,32
30Q127,P.S. 127 Aerospace Science Magnet School,1114,79,0.070915617,30,s,s,49
30Q141,I.S. 141 The Steinway,1187,69,0.058129739,30,s,s,36
30Q145,I.S. 145 Joseph Pulitzer,1639,158,0.096400246,10,s,s,148
30Q148,P.S. 148 Queens,750,74,0.0986666679,s,s,s,70
30Q149,P.S. 149 Christa McAuliffe,865,132,0.1526011527,6,s,s,125
30Q150,P.S. 150 Queens,924,54,0.058441557,s,s,s,50
30Q151,P.S. 151 Mary D. Carter,308,41,0.133116886,13,s,s,28
30Q152,P.S. 152 Gwendoline N. Alleyne School,841,170,0.2021403164,s,s,s,169
30Q166,P.S. 166 Henry Gradstein,901,36,0.0399556048,6,s,s,30
30Q171,P.S. 171 Peter G. Van Alst,410,53,0.1292682886,8,s,s,39
30Q204,I.S. 204 Oliver W. Holmes,381,36,0.0944881886,9,s,s,26
30Q212,P.S. 212,744,12,0.0161290318,s,s,s,10
30Q222,P.S. Q222 - Fire Fighter Christopher A. Santora Sc,236,7,0.0296610165,s,s,s,s
30Q227,I.S. 227 Louis Armstrong,1593,86,0.053986188,7,s,s,78
30Q228,The Ivan Lafayette Early Childhood School of the A,254,18,0.0708661452,s,s,s,18
30Q230,I.S. 230,1162,83,0.0714285746,6,s,s,77
30Q234,P.S. 234,420,17,0.0404761918,s,s,s,12
30Q235,Academy for New Americans,96,43,0.4479166567,s,s,s,41
30Q258,Energy Tech High School,534,9,0.0168539323,s,s,s,8
30Q280,P.S. 280,562,29,0.0516014248,s,s,s,29
30Q286,"Young Women's Leadership School, Astoria",606,6,0.0099009899,s,s,s,6
30Q291,Hunters Point Community Middle School,427,18,0.0421545655,s,s,s,16
30Q300,The 30th Avenue School (G&T Citywide),540,s,s,s,s,s,s
30Q301,Academy for Careers in Television and Film,576,29,0.0503472239,s,s,s,24
30Q329,East Elmhurst Community School,459,131,0.285403043,s,s,s,127
30Q361,The Woodside Community School,482,45,0.0933609977,s,s,s,45
30Q384,P.S. 384,159,s,s,s,s,s,s
30Q389,District 30 Pre-K Center,275,10,0.0363636352,s,s,s,s
30Q398,The Hector Figueroa School,183,8,0.0437158458,s,s,s,8
30Q444,Home Schooling,547,s,s,s,s,s,s
30Q445,William Cullen Bryant High School,2159,163,0.0754979178,37,25,12,124
