DBN,School Name,Year,Total Enrollment,Grade 3K,Grade PK (Half Day & Full Day),Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multi-Racial,% Multi-Racial,# Native American,% Native American,# White,% White,# Missing Race/Ethnicity Data,% Missing Race/Ethnicity Data,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index
31R052,P.S. 052 John C. Thompson,2017-18,526,0,58,101,68,75,82,77,65,0,0,0,0,0,0,0,275,0.523,251,0.477,84,0.16,9,0.017,102,0.194,10,0.019,2,0.004,319,0.606,0,0,112,0.213,89,0.169,345,65.6%,51.4%
31R052,P.S. 052 John C. Thompson,2018-19,581,0,63,96,102,74,82,85,79,0,0,0,0,0,0,0,286,0.492,295,0.508,124,0.213,8,0.014,112,0.193,9,0.015,4,0.007,324,0.558,0,0,124,0.213,96,0.165,365,62.8%,53.4%
31R052,P.S. 052 John C. Thompson,2019-20,597,4,66,92,102,95,84,72,82,0,0,0,0,0,0,0,295,0.494,302,0.506,139,0.233,8,0.013,114,0.191,10,0.017,6,0.01,320,0.536,0,0,124,0.208,89,0.149,382,64.0%,56.4%
31R052,P.S. 052 John C. Thompson,2020-21,594,0,66,93,91,100,89,84,71,0,0,0,0,0,0,0,291,0.49,303,0.51,155,0.261,3,0.005,111,0.187,9,0.015,5,0.008,311,0.524,0,0,114,0.192,117,0.197,412,69.4%,56.4%
31R052,P.S. 052 John C. Thompson,2021-22,602,1,55,103,90,86,93,93,81,0,0,0,0,0,0,0,301,0.5,301,0.5,188,0.312,8,0.013,102,0.169,10,0.017,4,0.007,289,0.48,1,0.002,102,0.169,108,0.179,405,67.3%,56.0%
31R053,The Barbara Esselborn School,2017-18,833,0,82,124,134,133,118,125,117,0,0,0,0,0,0,0,396,0.475,437,0.525,92,0.11,12,0.014,104,0.125,16,0.019,2,0.002,607,0.729,0,0,185,0.222,37,0.044,332,39.9%,29.6%
31R053,The Barbara Esselborn School,2018-19,840,0,89,114,130,136,135,112,124,0,0,0,0,0,0,0,413,0.492,427,0.508,133,0.158,10,0.012,105,0.125,18,0.021,1,0.001,573,0.682,0,0,171,0.204,47,0.056,322,38.3%,31.9%
31R053,The Barbara Esselborn School,2019-20,845,1,85,127,118,131,133,136,114,0,0,0,0,0,0,0,407,0.482,438,0.518,157,0.186,10,0.012,118,0.14,18,0.021,1,0.001,541,0.64,0,0,169,0.2,47,0.056,368,43.6%,37.5%
31R053,The Barbara Esselborn School,2020-21,813,16,56,113,124,113,128,129,134,0,0,0,0,0,0,0,387,0.476,426,0.524,160,0.197,9,0.011,116,0.143,21,0.026,1,0.001,506,0.622,0,0,161,0.198,54,0.066,345,42.4%,35.5%
31R053,The Barbara Esselborn School,2021-22,798,17,56,105,120,131,106,126,137,0,0,0,0,0,0,0,373,0.467,425,0.533,182,0.228,11,0.014,113,0.142,18,0.023,3,0.004,471,0.59,0,0,161,0.202,38,0.048,382,47.9%,36.6%
31R054,P.S. 054 Charles W. Leng,2017-18,806,0,69,142,124,108,115,132,116,0,0,0,0,0,0,0,414,0.514,392,0.486,264,0.328,47,0.058,189,0.234,14,0.017,7,0.009,285,0.354,0,0,216,0.268,57,0.071,484,60.0%,50.0%
31R054,P.S. 054 Charles W. Leng,2018-19,787,0,66,112,139,123,108,110,129,0,0,0,0,0,0,0,402,0.511,385,0.489,274,0.348,51,0.065,157,0.199,12,0.015,6,0.008,287,0.365,0,0,209,0.266,49,0.062,488,62.0%,50.8%
31R054,P.S. 054 Charles W. Leng,2019-20,821,42,66,112,107,141,123,113,117,0,0,0,0,0,0,0,413,0.503,408,0.497,307,0.374,57,0.069,143,0.174,9,0.011,6,0.007,299,0.364,0,0,200,0.244,46,0.056,486,59.2%,53.3%
31R054,P.S. 054 Charles W. Leng,2020-21,785,49,47,116,114,105,131,112,111,0,0,0,0,0,0,0,374,0.476,411,0.524,293,0.373,53,0.068,132,0.168,7,0.009,5,0.006,295,0.376,0,0,183,0.233,41,0.052,481,61.3%,50.4%
31R054,P.S. 054 Charles W. Leng,2021-22,806,45,54,111,120,115,111,128,122,0,0,0,0,0,0,0,391,0.485,415,0.515,331,0.411,52,0.065,132,0.164,11,0.014,4,0.005,276,0.342,0,0,175,0.217,66,0.082,475,58.9%,50.0%
31R055,P.S. 055 Henry M. Boehm,2017-18,600,0,36,89,92,85,99,94,105,0,0,0,0,0,0,0,276,0.46,324,0.54,29,0.048,3,0.005,58,0.097,4,0.007,0,0,506,0.843,0,0,145,0.242,19,0.032,222,37.0%,26.9%
31R055,P.S. 055 Henry M. Boehm,2018-19,582,0,36,87,84,96,80,100,99,0,0,0,0,0,0,0,248,0.426,334,0.574,35,0.06,2,0.003,72,0.124,5,0.009,0,0,468,0.804,0,0,145,0.249,21,0.036,208,35.7%,28.7%
31R055,P.S. 055 Henry M. Boehm,2019-20,580,0,36,94,90,82,98,80,100,0,0,0,0,0,0,0,259,0.447,321,0.553,28,0.048,3,0.005,69,0.119,9,0.016,3,0.005,468,0.807,0,0,152,0.262,21,0.036,194,33.4%,29.9%
31R055,P.S. 055 Henry M. Boehm,2020-21,546,0,36,78,87,86,81,97,81,0,0,0,0,0,0,0,269,0.493,277,0.507,33,0.06,3,0.005,77,0.141,6,0.011,2,0.004,423,0.775,2,0.004,165,0.302,24,0.044,213,39.0%,29.8%
31R055,P.S. 055 Henry M. Boehm,2021-22,529,0,36,82,77,83,81,79,91,0,0,0,0,0,0,0,267,0.505,262,0.495,43,0.081,0,0,64,0.121,9,0.017,2,0.004,411,0.777,0,0,144,0.272,23,0.043,207,39.1%,32.5%
31R056,P.S. 56 The Louis Desario School,2017-18,605,0,62,83,90,71,96,86,117,0,0,0,0,0,0,0,294,0.486,311,0.514,30,0.05,7,0.012,91,0.15,5,0.008,1,0.002,471,0.779,0,0,178,0.294,12,0.02,226,37.4%,30.4%
31R056,P.S. 56 The Louis Desario School,2018-19,578,0,65,95,84,89,66,96,83,0,0,0,0,0,0,0,287,0.497,291,0.503,31,0.054,6,0.01,98,0.17,3,0.005,1,0.002,439,0.76,0,0,177,0.306,8,0.014,186,32.2%,28.1%
31R056,P.S. 56 The Louis Desario School,2019-20,599,15,54,100,97,85,84,67,97,0,0,0,0,0,0,0,281,0.469,318,0.531,35,0.058,6,0.01,90,0.15,4,0.007,0,0,464,0.775,0,0,177,0.295,20,0.033,242,40.4%,30.5%
31R056,P.S. 56 The Louis Desario School,2020-21,580,15,46,83,98,93,85,87,73,0,0,0,0,0,0,0,275,0.474,305,0.526,44,0.076,7,0.012,87,0.15,5,0.009,0,0,437,0.753,0,0,182,0.314,18,0.031,185,31.9%,27.7%
31R056,P.S. 56 The Louis Desario School,2021-22,622,15,54,87,83,104,93,91,95,0,0,0,0,0,0,0,300,0.482,322,0.518,67,0.108,7,0.011,95,0.153,6,0.01,1,0.002,446,0.717,0,0,181,0.291,15,0.024,214,34.4%,27.1%
31R057,P.S. 057 Hubert H. Humphrey,2017-18,710,0,71,110,106,110,102,98,113,0,0,0,0,0,0,0,353,0.497,357,0.503,28,0.039,389,0.548,241,0.339,20,0.028,10,0.014,22,0.031,0,0,201,0.283,52,0.073,616,86.8%,89.3%
31R057,P.S. 057 Hubert H. Humphrey,2018-19,640,0,70,88,105,99,94,94,90,0,0,0,0,0,0,0,310,0.484,330,0.516,29,0.045,340,0.531,218,0.341,19,0.03,9,0.014,25,0.039,0,0,196,0.306,55,0.086,571,89.2%,90.9%
31R057,P.S. 057 Hubert H. Humphrey,2019-20,653,31,64,110,91,93,77,98,89,0,0,0,0,0,0,0,324,0.496,329,0.504,32,0.049,339,0.519,238,0.364,11,0.017,10,0.015,23,0.035,0,0,193,0.296,60,0.092,578,88.5%,91.7%
31R057,P.S. 057 Hubert H. Humphrey,2020-21,582,22,52,83,92,84,88,73,88,0,0,0,0,0,0,0,295,0.507,287,0.493,31,0.053,294,0.505,219,0.376,5,0.009,9,0.015,24,0.041,0,0,175,0.301,55,0.095,504,86.6%,91.5%
31R057,P.S. 057 Hubert H. Humphrey,2021-22,522,24,33,76,79,81,70,83,76,0,0,0,0,0,0,0,270,0.517,252,0.483,22,0.042,288,0.552,185,0.354,3,0.006,8,0.015,16,0.031,0,0,152,0.291,44,0.084,460,88.1%,92.6%
31R058,Space Shuttle Columbia School,2017-18,688,0,54,96,114,81,114,120,109,0,0,0,0,0,0,0,343,0.499,345,0.501,119,0.173,34,0.049,179,0.26,13,0.019,2,0.003,341,0.496,0,0,179,0.26,47,0.068,367,53.3%,42.9%
31R058,Space Shuttle Columbia School,2018-19,691,0,62,101,100,108,89,111,120,0,0,0,0,0,0,0,342,0.495,349,0.505,138,0.2,27,0.039,184,0.266,18,0.026,2,0.003,322,0.466,0,0,174,0.252,54,0.078,366,53.0%,46.4%
31R058,Space Shuttle Columbia School,2019-20,688,0,64,108,104,94,113,95,110,0,0,0,0,0,0,0,353,0.513,335,0.487,139,0.202,26,0.038,188,0.273,15,0.022,2,0.003,318,0.462,0,0,177,0.257,67,0.097,383,55.7%,50.7%
31R058,Space Shuttle Columbia School,2020-21,660,0,54,98,107,106,92,117,86,0,0,0,0,0,0,0,342,0.518,318,0.482,146,0.221,24,0.036,185,0.28,19,0.029,1,0.002,285,0.432,0,0,174,0.264,84,0.127,370,56.1%,51.1%
31R058,Space Shuttle Columbia School,2021-22,684,0,57,97,104,100,113,99,114,0,0,0,0,0,0,0,341,0.499,343,0.501,174,0.254,18,0.026,175,0.256,22,0.032,1,0.001,294,0.43,0,0,151,0.221,84,0.123,417,61.0%,52.4%
31R059,The Harbor View School,2017-18,263,0,35,49,46,46,44,43,0,0,0,0,0,0,0,0,135,0.513,128,0.487,7,0.027,91,0.346,112,0.426,18,0.068,1,0.004,34,0.129,0,0,62,0.236,1,0.004,163,62.0%,61.6%
31R059,The Harbor View School,2018-19,301,0,36,48,46,47,44,40,40,0,0,0,0,0,0,0,158,0.525,143,0.475,5,0.017,101,0.336,125,0.415,23,0.076,3,0.01,44,0.146,0,0,72,0.239,1,0.003,187,62.1%,61.3%
31R059,The Harbor View School,2019-20,300,15,34,45,42,45,37,47,35,0,0,0,0,0,0,0,166,0.553,134,0.447,6,0.02,105,0.35,124,0.413,21,0.07,2,0.007,42,0.14,0,0,67,0.223,0,0,177,59.0%,65.4%
31R059,The Harbor View School,2020-21,306,14,30,43,47,40,40,43,49,0,0,0,0,0,0,0,170,0.556,136,0.444,6,0.02,118,0.386,115,0.376,17,0.056,2,0.007,48,0.157,0,0,61,0.199,0,0,198,64.7%,67.8%
31R059,The Harbor View School,2021-22,286,13,35,42,39,47,34,40,36,0,0,0,0,0,0,0,148,0.517,138,0.483,8,0.028,118,0.413,106,0.371,16,0.056,2,0.007,36,0.126,0,0,54,0.189,0,0,196,68.5%,68.5%
31R060,P.S. 060 Alice Austen,2017-18,871,0,35,121,123,142,142,173,135,0,0,0,0,0,0,0,399,0.458,472,0.542,110,0.126,41,0.047,216,0.248,24,0.028,2,0.002,477,0.548,1,0.001,233,0.268,43,0.049,504,57.9%,42.5%
31R060,P.S. 060 Alice Austen,2018-19,862,0,36,135,119,118,144,139,171,0,0,0,0,0,0,0,398,0.462,464,0.538,137,0.159,39,0.045,202,0.234,20,0.023,4,0.005,458,0.531,2,0.002,226,0.262,35,0.041,517,60.0%,44.1%
31R060,P.S. 060 Alice Austen,2019-20,800,0,35,126,117,114,120,145,143,0,0,0,0,0,0,0,387,0.484,413,0.516,140,0.175,30,0.038,200,0.25,18,0.023,3,0.004,407,0.509,2,0.002,209,0.261,32,0.04,474,59.2%,47.2%
31R060,P.S. 060 Alice Austen,2020-21,753,0,26,110,120,107,117,125,148,0,0,0,0,0,0,0,355,0.471,398,0.529,131,0.174,28,0.037,202,0.268,20,0.027,1,0.001,369,0.49,2,0.003,193,0.256,41,0.054,492,65.3%,47.7%
31R060,P.S. 060 Alice Austen,2021-22,709,0,34,96,112,110,118,116,123,0,0,0,0,0,0,0,329,0.464,380,0.536,138,0.195,27,0.038,200,0.282,15,0.021,2,0.003,325,0.458,2,0.003,189,0.267,29,0.041,421,59.4%,49.8%
31R061,I.S. 061 William A Morris,2017-18,981,0,0,0,0,0,0,0,0,333,320,328,0,0,0,0,535,0.545,446,0.455,39,0.04,322,0.328,447,0.456,15,0.015,6,0.006,150,0.153,2,0.002,296,0.302,112,0.114,814,83.0%,78.4%
31R061,I.S. 061 William A Morris,2018-19,967,0,0,0,0,0,0,0,0,337,324,306,0,0,0,0,524,0.542,443,0.458,33,0.034,324,0.335,457,0.473,10,0.01,4,0.004,137,0.142,2,0.002,291,0.301,108,0.112,767,79.3%,80.2%
31R061,I.S. 061 William A Morris,2019-20,976,0,0,0,0,0,0,0,0,338,325,313,0,0,0,0,522,0.535,454,0.465,30,0.031,324,0.332,476,0.488,13,0.013,3,0.003,128,0.131,2,0.002,296,0.303,106,0.109,788,80.7%,81.0%
31R061,I.S. 061 William A Morris,2020-21,1001,0,0,0,0,0,0,0,0,330,334,337,0,0,0,0,558,0.557,443,0.443,34,0.034,327,0.327,494,0.494,22,0.022,3,0.003,119,0.119,2,0.002,298,0.298,121,0.121,780,77.9%,80.2%
31R061,I.S. 061 William A Morris,2021-22,992,0,0,0,0,0,0,0,0,319,333,340,0,0,0,0,545,0.549,447,0.451,31,0.031,301,0.303,528,0.532,26,0.026,2,0.002,101,0.102,3,0.003,277,0.279,108,0.109,779,78.5%,79.3%
31R062,The Kathleen Grimm School for Leadership and Susta,2017-18,213,0,18,64,73,58,0,0,0,0,0,0,0,0,0,0,99,0.465,114,0.535,11,0.052,2,0.009,17,0.08,4,0.019,0,0,178,0.836,1,0.005,39,0.183,4,0.019,60,28.2%,24.6%
31R062,The Kathleen Grimm School for Leadership and Susta,2018-19,282,0,18,71,65,73,55,0,0,0,0,0,0,0,0,0,140,0.496,142,0.504,13,0.046,3,0.011,33,0.117,3,0.011,0,0,229,0.812,1,0.004,55,0.195,4,0.014,80,28.4%,22.6%
31R062,The Kathleen Grimm School for Leadership and Susta,2019-20,379,0,18,99,71,64,74,53,0,0,0,0,0,0,0,0,198,0.522,181,0.478,12,0.032,2,0.005,52,0.137,5,0.013,0,0,308,0.813,0,0,74,0.195,7,0.018,123,32.5%,23.9%
31R062,The Kathleen Grimm School for Leadership and Susta,2020-21,436,0,18,61,99,72,62,73,51,0,0,0,0,0,0,0,220,0.505,216,0.495,20,0.046,2,0.005,56,0.128,8,0.018,0,0,349,0.8,1,0.002,91,0.209,12,0.028,142,32.6%,24.4%
31R062,The Kathleen Grimm School for Leadership and Susta,2021-22,467,0,18,68,60,97,76,68,80,0,0,0,0,0,0,0,235,0.503,232,0.497,36,0.077,1,0.002,63,0.135,11,0.024,0,0,354,0.758,2,0.004,107,0.229,14,0.03,143,30.6%,26.2%
31R063,Marsh Avenue School for Expeditionary Learning,2017-18,459,0,0,0,0,0,0,0,0,155,148,156,0,0,0,0,251,0.547,208,0.453,41,0.089,30,0.065,111,0.242,4,0.009,0,0,271,0.59,2,0.004,107,0.233,5,0.011,179,39.0%,34.0%
31R063,Marsh Avenue School for Expeditionary Learning,2018-19,450,0,0,0,0,0,0,0,0,153,151,146,0,0,0,0,236,0.524,214,0.476,49,0.109,42,0.093,131,0.291,5,0.011,0,0,220,0.489,3,0.007,110,0.244,10,0.022,209,46.4%,37.9%
31R063,Marsh Avenue School for Expeditionary Learning,2019-20,453,0,0,0,0,0,0,0,0,154,152,147,0,0,0,0,232,0.512,221,0.488,56,0.124,34,0.075,145,0.32,9,0.02,1,0.002,204,0.45,4,0.009,105,0.232,6,0.013,227,50.1%,42.3%
31R063,Marsh Avenue School for Expeditionary Learning,2020-21,461,0,0,0,0,0,0,0,0,163,149,149,0,0,0,0,232,0.503,229,0.497,67,0.145,33,0.072,166,0.36,10,0.022,0,0,182,0.395,3,0.007,104,0.226,8,0.017,247,53.6%,46.5%
31R063,Marsh Avenue School for Expeditionary Learning,2021-22,448,0,0,0,0,0,0,0,0,151,152,145,0,0,0,0,220,0.491,228,0.509,71,0.158,22,0.049,143,0.319,8,0.018,1,0.002,201,0.449,2,0.004,99,0.221,11,0.025,231,51.6%,44.8%
31R064,Gaynor McCown Expeditionary Learning School,2017-18,439,0,0,0,0,0,0,0,0,0,0,0,126,109,94,110,240,0.547,197,0.449,12,0.027,34,0.077,97,0.221,9,0.021,1,0.002,286,0.651,0,0,111,0.253,2,0.005,202,46.0%,34.9%
31R064,Gaynor McCown Expeditionary Learning School,2018-19,434,0,0,0,0,0,0,0,0,0,0,0,140,112,96,86,245,0.565,189,0.435,9,0.021,39,0.09,96,0.221,9,0.021,1,0.002,258,0.594,22,0.051,117,0.27,3,0.007,194,44.7%,38.5%
31R064,Gaynor McCown Expeditionary Learning School,2019-20,420,0,0,0,0,0,0,0,0,0,0,0,112,124,97,87,237,0.564,183,0.436,9,0.021,38,0.09,102,0.243,5,0.012,1,0.002,237,0.564,28,0.067,126,0.3,6,0.014,208,49.5%,44.2%
31R064,Gaynor McCown Expeditionary Learning School,2020-21,429,0,0,0,0,0,0,0,0,0,0,0,123,92,106,108,248,0.578,181,0.422,20,0.047,44,0.103,102,0.238,5,0.012,2,0.005,224,0.522,32,0.075,121,0.282,5,0.012,210,49.0%,44.9%
31R064,Gaynor McCown Expeditionary Learning School,2021-22,435,0,0,0,0,0,0,0,0,0,0,0,136,117,84,98,234,0.538,201,0.462,41,0.094,44,0.101,94,0.216,6,0.014,2,0.005,217,0.499,31,0.071,110,0.253,7,0.016,227,52.2%,47.1%
31R065,P.S. 65 The Academy of Innovative Learning,2017-18,430,0,36,54,68,68,69,65,70,0,0,0,0,0,0,0,213,0.495,217,0.505,9,0.021,78,0.181,204,0.474,33,0.077,0,0,106,0.247,0,0,117,0.272,16,0.037,261,60.7%,55.4%
31R065,P.S. 65 The Academy of Innovative Learning,2018-19,437,0,36,61,65,73,67,65,70,0,0,0,0,0,0,0,220,0.503,217,0.497,10,0.023,77,0.176,226,0.517,32,0.073,0,0,92,0.211,0,0,141,0.323,21,0.048,284,65.0%,60.6%
31R065,P.S. 65 The Academy of Innovative Learning,2019-20,428,0,36,61,63,65,74,66,63,0,0,0,0,0,0,0,219,0.512,209,0.488,11,0.026,81,0.189,215,0.502,32,0.075,1,0.002,88,0.206,0,0,151,0.353,18,0.042,280,65.4%,64.2%
31R065,P.S. 65 The Academy of Innovative Learning,2020-21,405,0,36,47,61,63,62,71,65,0,0,0,0,0,0,0,204,0.504,201,0.496,11,0.027,84,0.207,208,0.514,18,0.044,1,0.002,83,0.205,0,0,138,0.341,17,0.042,284,70.1%,65.4%
31R065,P.S. 65 The Academy of Innovative Learning,2021-22,386,0,36,47,56,56,61,65,65,0,0,0,0,0,0,0,209,0.541,177,0.459,7,0.018,81,0.21,201,0.521,16,0.041,1,0.003,80,0.207,0,0,129,0.334,12,0.031,282,73.1%,66.2%
31R066,The Richmond Pre-K Center,2017-18,177,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0.492,90,0.508,14,0.079,31,0.175,81,0.458,5,0.028,0,0,46,0.26,0,0,26,0.147,0,0,114,64.4%,65.3%
31R066,The Richmond Pre-K Center,2018-19,223,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0.439,125,0.561,24,0.108,34,0.152,97,0.435,11,0.049,1,0.004,56,0.251,0,0,72,0.323,0,0,138,61.9%,66.5%
31R066,The Richmond Pre-K Center,2019-20,625,489,136,0,0,0,0,0,0,0,0,0,0,0,0,0,293,0.469,332,0.531,109,0.174,81,0.13,203,0.325,17,0.027,7,0.011,208,0.333,0,0,159,0.254,0,0,286,45.8%,52.9%
31R066,The Richmond Pre-K Center,2020-21,694,317,377,0,0,0,0,0,0,0,0,0,0,0,0,0,318,0.458,376,0.542,112,0.161,131,0.189,181,0.261,5,0.007,6,0.009,259,0.373,0,0,173,0.249,0,0,325,46.8%,51.7%
31R066,The Richmond Pre-K Center,2021-22,852,523,329,0,0,0,0,0,0,0,0,0,0,0,0,0,408,0.479,444,0.521,144,0.169,202,0.237,194,0.228,2,0.002,1,0.001,309,0.363,0,0,172,0.202,0,0,308,36.2%,41.2%
31R068,Port Richmond School for Visionary Learning,2017-18,152,0,36,58,58,0,0,0,0,0,0,0,0,0,0,0,70,0.461,82,0.539,8,0.053,43,0.283,73,0.48,9,0.059,1,0.007,18,0.118,0,0,23,0.151,10,0.066,123,80.9%,74.3%
31R068,Port Richmond School for Visionary Learning,2018-19,238,0,35,79,63,61,0,0,0,0,0,0,0,0,0,0,125,0.525,113,0.475,11,0.046,66,0.277,122,0.513,9,0.038,2,0.008,28,0.118,0,0,50,0.21,11,0.046,191,80.3%,71.9%
31R068,Port Richmond School for Visionary Learning,2019-20,291,0,36,55,78,62,60,0,0,0,0,0,0,0,0,0,148,0.509,143,0.491,19,0.065,70,0.241,148,0.509,12,0.041,1,0.003,41,0.141,0,0,74,0.254,14,0.048,223,76.6%,71.8%
31R068,Port Richmond School for Visionary Learning,2020-21,368,15,36,56,58,80,65,58,0,0,0,0,0,0,0,0,186,0.505,182,0.495,27,0.073,81,0.22,184,0.5,17,0.046,3,0.008,56,0.152,0,0,94,0.255,22,0.06,288,78.3%,67.7%
31R068,Port Richmond School for Visionary Learning,2021-22,411,14,37,48,57,58,77,64,56,0,0,0,0,0,0,0,198,0.482,213,0.518,36,0.088,88,0.214,208,0.506,21,0.051,2,0.005,56,0.136,0,0,103,0.251,31,0.075,328,79.8%,68.2%
31R069,P.S. 069 Daniel D. Tompkins,2017-18,935,0,18,137,160,144,130,174,172,0,0,0,0,0,0,0,407,0.435,528,0.565,185,0.198,18,0.019,195,0.209,15,0.016,4,0.004,518,0.554,0,0,243,0.26,107,0.114,543,58.1%,48.7%
31R069,P.S. 069 Daniel D. Tompkins,2018-19,925,0,24,147,133,158,147,135,181,0,0,0,0,0,0,0,417,0.451,508,0.549,213,0.23,21,0.023,192,0.208,20,0.022,4,0.004,475,0.514,0,0,222,0.24,132,0.143,542,58.6%,51.7%
31R069,P.S. 069 Daniel D. Tompkins,2019-20,892,16,24,135,135,128,173,136,145,0,0,0,0,0,0,0,385,0.432,507,0.568,231,0.259,19,0.021,193,0.216,18,0.02,5,0.006,426,0.478,0,0,223,0.25,130,0.146,554,62.1%,58.1%
31R069,P.S. 069 Daniel D. Tompkins,2020-21,883,19,22,145,126,137,123,173,138,0,0,0,0,0,0,0,387,0.438,496,0.562,241,0.273,24,0.027,184,0.208,19,0.022,6,0.007,409,0.463,0,0,223,0.253,149,0.169,527,59.7%,58.2%
31R069,P.S. 069 Daniel D. Tompkins,2021-22,850,16,22,115,133,129,140,124,171,0,0,0,0,0,0,0,393,0.462,457,0.538,281,0.331,19,0.022,171,0.201,16,0.019,5,0.006,358,0.421,0,0,207,0.244,123,0.145,526,61.9%,57.9%
31R072,I.S. 072 Rocco Laurie,2017-18,1416,0,0,0,0,0,0,0,0,505,448,463,0,0,0,0,660,0.466,756,0.534,318,0.225,67,0.047,379,0.268,15,0.011,4,0.003,633,0.447,0,0,292,0.206,72,0.051,917,64.8%,50.6%
31R072,I.S. 072 Rocco Laurie,2018-19,1444,0,0,0,0,0,0,0,0,498,513,433,0,0,0,0,676,0.468,768,0.532,330,0.229,69,0.048,379,0.262,20,0.014,3,0.002,642,0.445,1,0.001,310,0.215,66,0.046,910,63.0%,50.0%
31R072,I.S. 072 Rocco Laurie,2019-20,1582,0,0,0,0,0,0,0,0,542,513,527,0,0,0,0,732,0.463,850,0.537,358,0.226,80,0.051,414,0.262,28,0.018,8,0.005,693,0.438,1,0.001,337,0.213,68,0.043,"1,002",63.3%,53.7%
31R072,I.S. 072 Rocco Laurie,2020-21,1517,0,0,0,0,0,0,0,0,461,534,522,0,0,0,0,687,0.453,830,0.547,367,0.242,64,0.042,383,0.252,31,0.02,6,0.004,664,0.438,2,0.001,359,0.237,95,0.063,943,62.2%,51.9%
31R072,I.S. 072 Rocco Laurie,2021-22,1483,0,0,0,0,0,0,0,0,449,486,548,0,0,0,0,688,0.464,795,0.536,413,0.278,83,0.056,351,0.237,33,0.022,3,0.002,599,0.404,1,0.001,336,0.227,83,0.056,929,62.6%,51.5%
31R074,P.S. 74 Future Leaders Elementary School,2017-18,312,0,0,44,51,57,50,51,59,0,0,0,0,0,0,0,149,0.478,163,0.522,19,0.061,82,0.263,190,0.609,1,0.003,1,0.003,19,0.061,0,0,111,0.356,72,0.231,286,91.7%,89.0%
31R074,P.S. 74 Future Leaders Elementary School,2018-19,298,0,0,36,46,54,50,54,58,0,0,0,0,0,0,0,136,0.456,162,0.544,18,0.06,87,0.292,174,0.584,3,0.01,0,0,16,0.054,0,0,97,0.326,70,0.235,263,88.3%,88.0%
31R074,P.S. 74 Future Leaders Elementary School,2019-20,280,0,18,43,36,36,48,51,48,0,0,0,0,0,0,0,136,0.486,144,0.514,14,0.05,77,0.275,170,0.607,2,0.007,0,0,17,0.061,0,0,90,0.321,51,0.182,253,90.4%,91.0%
31R074,P.S. 74 Future Leaders Elementary School,2020-21,267,0,17,41,42,34,36,48,49,0,0,0,0,0,0,0,124,0.464,143,0.536,12,0.045,60,0.225,175,0.655,2,0.007,0,0,16,0.06,2,0.007,76,0.285,51,0.191,242,90.6%,90.6%
31R074,P.S. 74 Future Leaders Elementary School,2021-22,269,0,18,33,40,45,37,45,51,0,0,0,0,0,0,0,132,0.491,137,0.509,12,0.045,78,0.29,160,0.595,2,0.007,2,0.007,13,0.048,2,0.007,84,0.312,45,0.167,243,90.3%,88.1%
31R075,I.S. 075 Frank D. Paulo,2017-18,1371,0,0,0,0,0,0,0,0,478,463,430,0,0,0,0,669,0.488,702,0.512,121,0.088,25,0.018,168,0.123,13,0.009,5,0.004,1029,0.751,10,0.007,310,0.226,23,0.017,535,39.0%,29.5%
31R075,I.S. 075 Frank D. Paulo,2018-19,1455,0,0,0,0,0,0,0,0,514,479,462,0,0,0,0,717,0.493,738,0.507,144,0.099,25,0.017,181,0.124,17,0.012,4,0.003,1072,0.737,12,0.008,326,0.224,26,0.018,604,41.5%,28.7%
31R075,I.S. 075 Frank D. Paulo,2019-20,1448,0,0,0,0,0,0,0,0,451,523,474,0,0,0,0,694,0.479,754,0.521,156,0.108,25,0.017,203,0.14,25,0.017,6,0.004,1033,0.713,0,0,324,0.224,14,0.01,550,38.0%,31.1%
31R075,I.S. 075 Frank D. Paulo,2020-21,1446,0,0,0,0,0,0,0,0,477,443,526,0,0,0,0,685,0.474,761,0.526,173,0.12,29,0.02,206,0.142,18,0.012,7,0.005,1012,0.7,1,0.001,321,0.222,25,0.017,462,32.0%,29.6%
31R075,I.S. 075 Frank D. Paulo,2021-22,1356,0,0,0,0,0,0,0,0,427,482,447,0,0,0,0,655,0.483,701,0.517,186,0.137,33,0.024,210,0.155,16,0.012,5,0.004,904,0.667,2,0.001,292,0.215,17,0.013,556,41.0%,29.8%
31R078,P.S. 78,2017-18,845,0,35,111,146,145,141,135,132,0,0,0,0,0,0,0,415,0.491,430,0.509,25,0.03,366,0.433,399,0.472,7,0.008,15,0.018,32,0.038,1,0.001,300,0.355,70,0.083,Above 95%,Above 95%,94.6%
31R078,P.S. 78,2018-19,779,0,35,102,123,134,135,128,122,0,0,0,0,0,0,0,376,0.483,403,0.517,28,0.036,331,0.425,369,0.474,9,0.012,17,0.022,25,0.032,0,0,292,0.375,64,0.082,Above 95%,Above 95%,94.3%
